,Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
43322,Quantity harvested in crops,Tonne,Green Gram Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,125,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
43323,Quantity harvested in crops,Tonne,Green Gram Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
43324,Quantity harvested in crops,Tonne,Green Gram Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
43325,Quantity harvested in crops,Tonne,Green Gram Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
43326,Quantity harvested in crops,Tonne,Green Gram Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,5488,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
43327,Quantity harvested in crops,Tonne,Green Gram Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,110,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
43329,Quantity harvested in crops,Tonne,Green Gram Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,89,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44323,Planted area,Ha,Total,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1164474,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44324,Planted area,Ha,Total,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,270693,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44325,Quantity harvested in crops,Tonne,Paddy Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1785,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44326,Quantity harvested in crops,Tonne,Paddy Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44327,Quantity harvested in crops,Tonne,Paddy Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,99447,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44328,Quantity harvested in crops,Tonne,Paddy Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44329,Quantity harvested in crops,Tonne,Paddy Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,73297,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44330,Quantity harvested in crops,Tonne,Paddy Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,10638,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44331,Quantity harvested in crops,Tonne,Paddy Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,21986,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44332,Quantity harvested in crops,Tonne,Paddy Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,148139,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44333,Quantity harvested in crops,Tonne,Paddy Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,3855,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44334,Quantity harvested in crops,Tonne,Paddy Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44335,Quantity harvested in crops,Tonne,Paddy Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44336,Quantity harvested in crops,Tonne,Paddy Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44337,Quantity harvested in crops,Tonne,Paddy Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,16911,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44338,Quantity harvested in crops,Tonne,Paddy Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,327439,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44340,Quantity harvested in crops,Tonne,Paddy Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,96,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44341,Quantity harvested in crops,Tonne,Paddy Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,404,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44342,Quantity harvested in crops,Tonne,Paddy Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,357,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44343,Quantity harvested in crops,Tonne,Paddy Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,398,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44344,Quantity harvested in crops,Tonne,Paddy Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,210,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44347,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,281,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44348,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,555,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44349,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44350,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,250,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44351,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1890,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44352,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,735,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44354,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44355,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44356,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44357,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,238,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44358,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44359,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44360,Quantity harvested in crops,Tonne,Sorghum Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,32813,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44361,Planted area in a crops,Ha,Maize Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44362,Planted area in a crops,Ha,Maize Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,373500,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44363,Planted area in a crops,Ha,Maize Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,298490,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44365,Planted area in a crops,Ha,Maize Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,942,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44366,Planted area in a crops,Ha,Maize Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1295,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44367,Planted area in a crops,Ha,Maize Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,231,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44368,Planted area in a crops,Ha,Maize Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,199,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44369,Planted area in a crops,Ha,Maize Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,102,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44372,Planted area in a crops,Ha,Paddy Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44373,Planted area in a crops,Ha,Paddy Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,2468,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44374,Planted area in a crops,Ha,Paddy Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,13786,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44375,Planted area in a crops,Ha,Paddy Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1373,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44376,Planted area in a crops,Ha,Paddy Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,9702,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44377,Planted area in a crops,Ha,Paddy Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,35401,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44379,Planted area in a crops,Ha,Paddy Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44380,Planted area in a crops,Ha,Paddy Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,2642,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44381,Planted area in a crops,Ha,Paddy Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,161,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44382,Planted area in a crops,Ha,Paddy Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,631,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44383,Planted area in a crops,Ha,Paddy Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,752,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44384,Planted area in a crops,Ha,Paddy Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44385,Planted area in a crops,Ha,Paddy Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,79952,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44386,Planted area in a crops,Ha,Paddy Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44387,Planted area in a crops,Ha,Paddy Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,25699,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44388,Planted area in a crops,Ha,Paddy Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,14372,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44389,Planted area in a crops,Ha,Paddy Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,13021,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44390,Planted area in a crops,Ha,Paddy Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,125792,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44391,Planted area in a crops,Ha,Paddy Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,2928,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44392,Planted area in a crops,Ha,Paddy Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44393,Planted area in a crops,Ha,Paddy Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44394,Planted area in a crops,Ha,Paddy Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44395,Planted area in a crops,Ha,Paddy Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,28872,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44396,Planted area in a crops,Ha,Paddy Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,92172,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
44398,Planted area in a crops,Ha,Paddy Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,97,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
